File name,Number of measurements,Pin44 Active (count),Pin44 Active (%),Pin45 Active (count),Pin45 Active (%),Out of Range (count),Out of Range (%),MEASUREMENT_START_DATETIME,NUMBER_OF_MEASUREMENTS,RELAY_ON_TIME,MEASUREMENT_DURATION,DETECTOR_INTERVAL,PAUSE_BETWEEN_CYCLES,ALICE_POLARISATION,BOB_POLARISATION,ALICE_HORIZONTAL_ANGLE,BOB_HORIZONTAL_ANGLE,LASER_X/Z _ANGLE,DETECTOR_44_X/Z_ANGLE,EVE,NOTES,SM,DATUM,CAS,NBIOT-282C02417557-867997036601341.humidity.2,NBIOT-282C02417557-867997036601341.temperature.1,YCT-METEOMK2-2BCF12.humidity,YCT-METEOMK2-2BCF12.temperature
2025-09-03_14-56-01_meas_10000.csv,10000,0,0.0,9827,98.27,173,1.730000000000004,2025-09-03_14-56-01,10000,0.5,1.5,0.25,2,0,45,0,0,0,0,0.0,Steklena posoda brez vode,0,,,,,,
2025-08-18_09-54-39_meas_100000.csv,17056,8505,49.87,8411,49.31,140,0.8200000000000003,2025-08-18_09-54-39,100000,0.5,1.5,0.25,2,45,0,0,0,0,0,0.0,,0,18.08.2025,09:54:00,58.7333,22.8560,51.9000,25.5000
