Measurement Number,Total Samples,Pin44 Active (1/0),Pin45 Active (1/0),Avg Pin44 (mid points),Avg Pin45 (mid points),Out of Normal Range
3119,6,0,1,6.0,205.0,0
3120,5,1,0,3248.0,3170.0,0
3121,6,1,0,3246.5,3166.0,0
3122,5,1,0,3250.5,3168.5,0
3123,6,0,1,3.0,205.0,0
3124,6,1,0,3247.0,3167.5,0
3125,6,1,0,3249.0,3170.0,0
3126,6,1,0,3248.0,3169.0,0
3127,6,0,1,4.5,206.0,0
3128,6,1,0,3247.0,3168.5,0
3129,6,0,1,4.0,206.5,0
3130,6,1,0,3250.5,3168.0,0
3131,6,0,1,6.0,212.0,0
3132,6,1,0,3244.5,3167.0,0
3133,6,0,1,4.0,203.0,0
3134,6,1,0,3248.5,3167.5,0
3135,6,1,0,3246.0,3167.5,0
3136,6,1,0,3248.5,3169.0,0
3137,6,0,1,5.5,203.5,0
3138,6,1,0,3248.5,3170.0,0
3139,6,1,0,3247.5,3168.5,0
3140,6,0,1,4.5,207.5,0
3141,6,1,0,3248.0,3169.0,0
3142,5,1,0,3250.0,3169.0,0
3143,6,1,0,3248.0,3169.0,0
3144,6,0,1,5.5,205.5,0
3145,6,0,1,3.0,206.5,0
3146,6,1,0,3248.0,3167.5,0
3147,6,1,0,3247.5,3167.5,0
3148,6,0,1,3.0,204.5,0
3149,6,1,0,3248.0,3166.5,0
3150,6,1,0,3246.5,3167.0,0
3151,6,0,1,4.0,205.0,0
3152,6,1,0,3248.5,3168.0,0
3153,6,0,1,4.0,204.5,0
3154,5,0,1,4.5,205.0,0
3155,6,0,1,4.0,205.5,0
3156,5,0,1,4.0,204.5,0
3157,6,1,0,3247.0,3168.5,0
3158,6,0,1,1.0,204.5,0
3159,5,0,1,5.0,206.0,0
3160,6,1,0,3247.5,3167.5,0
3161,6,0,1,2.0,205.5,0
3162,6,1,0,3246.0,3169.0,0
3163,5,1,0,3249.0,3165.0,0
3164,6,0,1,4.5,205.0,0
3165,6,1,0,3249.0,3167.5,0
3166,6,1,0,3250.0,3170.0,0
3167,6,1,0,3249.0,3169.5,0
3168,6,1,0,3247.0,3168.0,0
3169,6,1,0,3248.5,3167.5,0
3170,6,0,1,4.0,204.5,0
3171,5,1,0,3245.5,3166.0,0
3172,6,0,1,4.0,206.0,0
3173,6,0,1,3.5,384.5,0
3174,6,0,1,6.5,203.5,0
3175,6,0,1,6.0,205.5,0
3176,6,1,0,3246.5,3169.0,0
3177,6,1,0,3245.5,3166.5,0
3178,6,1,0,3247.5,3168.0,0
3179,6,0,1,4.0,204.0,0
3180,5,0,1,4.5,203.5,0
3181,6,0,1,4.0,205.5,0
3182,6,0,1,4.0,269.0,0
3183,5,1,0,3248.5,3169.0,0
3184,6,0,1,6.0,205.0,0
3185,5,0,1,5.5,205.0,0
3186,6,0,1,4.5,207.0,0
3187,6,0,1,5.0,206.0,0
3188,6,1,0,3248.0,3169.5,0
3189,6,1,0,3249.5,3166.5,0
3190,6,0,1,5.0,205.0,0
3191,6,1,0,3248.5,3167.5,0
3192,6,1,0,3247.5,3167.0,0
3193,6,1,0,3248.5,3170.0,0
3194,6,0,1,4.0,203.5,0
3195,6,0,1,5.0,205.0,0
3196,6,1,0,3247.0,3169.0,0
3197,5,0,1,4.5,206.0,0
3198,6,0,1,3.0,206.0,0
3199,6,1,0,3247.5,3167.0,0
3200,6,0,1,5.0,204.0,0
3201,6,1,0,3246.5,3166.5,0
3202,5,1,0,3247.5,3167.0,0
3203,6,1,0,3246.0,3166.0,0
3204,6,0,1,5.0,206.0,0
3205,6,0,1,2.0,204.0,0
3206,6,0,1,6.0,207.5,0
3207,5,0,1,5.5,286.5,0
3208,6,0,1,4.0,205.0,0
3209,5,0,1,2.5,205.0,0
3210,6,0,1,5.5,207.5,0
3211,6,1,0,3248.0,3166.0,0
3212,6,1,0,3247.5,3168.5,0
3213,5,1,0,3248.0,3168.0,0
3214,6,1,0,3247.0,3170.0,0
3215,6,0,1,5.5,206.0,0
3216,6,0,1,5.5,206.0,0
3217,6,0,1,3.5,205.5,0
3218,5,1,0,3247.0,3169.0,0
3219,6,1,0,3248.0,3166.5,0
3220,5,1,0,3248.0,3167.5,0
3221,6,0,1,3.5,204.5,0
3222,6,1,0,3250.0,3170.0,0
3223,6,1,0,3247.5,3169.5,0
3224,6,1,0,3246.5,3169.0,0
3225,6,0,1,3.0,205.5,0
3226,6,1,0,3249.5,3168.5,0
3227,6,1,0,3246.5,3167.5,0
3228,5,1,0,3247.5,3167.5,0
3229,6,0,1,5.5,207.0,0
3230,6,0,1,3.5,204.5,0
3231,6,1,0,3244.0,3168.0,0
3232,6,1,0,3249.0,3173.0,0
3233,5,1,0,3248.0,3167.0,0
3234,6,1,0,3248.5,3169.5,0
3235,6,1,0,3247.5,3167.5,0
3236,6,0,1,5.0,207.0,0
3237,6,1,0,3247.5,3169.0,0
3238,6,1,0,3248.0,3167.0,0
3239,6,0,1,5.0,204.5,0
3240,6,1,0,3247.0,3168.5,0
3241,6,1,0,3247.0,3168.0,0
3242,5,0,1,5.5,205.5,0
3243,6,1,0,3246.5,3168.0,0
3244,6,1,0,3248.5,3168.0,0
3245,6,1,0,3248.0,3167.5,0
3246,6,0,1,3.0,205.5,0
3247,6,1,0,3248.0,3168.5,0
3248,6,1,0,3246.5,3168.0,0
3249,6,1,0,3247.5,3168.5,0
3250,6,1,0,3248.0,3166.5,0
3251,6,0,1,1.0,204.0,0
3252,6,1,0,3248.0,3168.0,0
3253,6,1,0,3247.5,3168.0,0
3254,6,1,0,3247.5,3165.5,0
3255,6,0,1,6.0,206.0,0
3256,6,1,0,3246.5,3166.0,0
3257,6,1,0,3247.5,3168.0,0
3258,6,1,0,3246.5,3170.0,0
3259,6,0,1,4.0,204.5,0
3260,5,1,0,3250.0,3166.5,0
3261,6,1,0,3246.5,3168.0,0
3262,5,1,0,3248.5,3170.0,0
3263,6,0,1,3.0,204.0,0
3264,6,0,1,3.5,203.5,0
3265,6,0,1,5.5,205.5,0
3266,5,1,0,3248.5,3169.0,0
3267,6,0,1,1.5,206.5,0
3268,6,1,0,3246.5,3169.5,0
3269,5,1,0,3247.0,3168.5,0
3270,6,0,1,3.5,258.5,0
3271,5,0,1,4.5,205.5,0
3272,6,0,1,6.5,209.5,0
3273,6,0,1,6.0,204.0,0
3274,6,0,1,5.0,206.0,0
3275,6,0,1,7.5,207.5,0
3276,6,0,1,6.0,203.5,0
3277,6,0,1,5.0,206.0,0
3278,5,0,1,3.5,205.5,0
3279,6,1,0,3247.0,3166.5,0
3280,6,1,0,3248.0,3168.5,0
3281,6,1,0,3246.0,3168.0,0
3282,6,0,1,5.0,259.0,0
3283,6,0,1,5.5,205.5,0
3284,6,0,1,5.0,381.5,0
3285,6,1,0,3247.0,3166.5,0
3286,6,0,1,6.0,202.5,0
3287,6,0,1,3.5,204.5,0
3288,6,0,1,5.5,205.0,0
3289,6,0,1,2.5,205.5,0
3290,6,0,1,3.0,206.5,0
3291,6,1,0,3248.0,3169.0,0
3292,6,1,0,3246.5,3170.0,0
3293,5,1,0,3249.0,3167.5,0
3294,6,1,0,3249.0,3165.0,0
3295,6,0,1,4.5,206.0,0
3296,6,1,0,3248.0,3167.5,0
3297,6,0,1,7.0,258.5,0
3298,6,1,0,3246.0,3168.0,0
3299,6,1,0,3247.5,3168.5,0
3300,5,1,0,3246.5,3167.5,0
3301,6,1,0,3246.0,3170.0,0
3302,6,1,0,3249.0,3166.5,0
3303,5,0,1,5.0,204.0,0
3304,6,1,0,3249.5,3169.5,0
3305,6,1,0,3246.5,3166.5,0
3306,6,0,1,4.0,202.0,0
3307,5,1,0,3247.5,3171.0,0
3308,6,0,1,5.5,207.0,0
3309,6,1,0,3249.0,3168.0,0
3310,6,0,1,2.5,206.5,0
3311,6,1,0,3246.5,3165.5,0
3312,5,1,0,3248.0,3167.0,0
3313,6,1,0,3245.5,3168.5,0
3314,5,1,0,3248.0,3168.5,0
3315,6,0,1,3.0,206.0,0
3316,6,0,1,3.5,327.0,0
3317,6,1,0,3248.5,3166.5,0
3318,6,1,0,3248.5,3167.5,0
3319,6,1,0,3247.5,3168.5,0
3320,6,1,0,3249.0,3168.5,0
3321,6,1,0,3246.5,3167.0,0
3322,6,1,0,3249.0,3168.0,0
3323,6,1,0,3245.0,3171.0,0
3324,6,1,0,3249.0,3170.0,0
3325,6,1,0,3247.0,3165.5,0
3326,6,1,0,3246.5,3169.0,0
3327,6,0,1,5.5,242.0,0
3328,6,1,0,3247.5,3167.0,0
3329,6,1,0,3246.5,3169.0,0
3330,5,0,1,2.5,204.5,0
3331,6,0,1,3.5,204.5,0
3332,6,0,1,4.0,203.5,0
3333,6,1,0,3245.5,3167.5,0
3334,5,1,0,3247.5,3167.0,0
3335,6,1,0,3247.0,3167.5,0
3336,5,1,0,3248.0,3167.5,0
3337,6,0,1,3.0,210.0,0
3338,6,1,0,3247.0,3168.0,0
3339,6,1,0,3247.5,3168.0,0
3340,6,0,1,3.5,204.0,0
3341,5,1,0,3247.5,3168.5,0
3342,6,0,1,4.5,205.0,0
3343,6,0,1,3.5,209.0,0
3344,6,0,1,3.0,205.5,0
3345,6,1,0,3247.5,3168.0,0
3346,6,1,0,3246.5,3167.5,0
3347,6,1,0,3248.5,3168.0,0
3348,5,0,1,5.5,204.0,0
3349,6,1,0,3248.0,3169.5,0
3350,6,0,1,5.0,203.5,0
3351,6,0,1,3.5,202.5,0
3352,6,0,1,5.5,204.5,0
3353,6,0,1,6.0,204.5,0
3354,6,0,1,4.5,204.5,0
3355,6,0,1,6.0,206.5,0
3356,6,1,0,3249.0,3168.5,0
3357,6,0,1,3.5,206.5,0
3358,5,0,1,4.5,214.5,0
3359,6,1,0,3247.5,3169.0,0
3360,6,0,1,4.5,205.0,0
3361,6,0,1,6.5,204.0,0
3362,6,1,0,3248.0,3168.0,0
3363,5,0,1,7.5,206.5,0
3364,6,0,1,7.0,206.0,0
3365,5,0,1,3.5,204.0,0
3366,6,0,1,6.5,203.5,0
3367,5,1,0,3247.0,3168.0,0
3368,6,0,1,2.5,204.0,0
3369,5,0,1,3.5,206.5,0
3370,6,1,0,3247.5,3168.5,0
3371,6,1,0,3248.0,3166.0,0
3372,5,1,0,3249.0,3169.0,0
3373,6,1,0,3246.5,3168.5,0
3374,6,1,0,3247.5,3166.0,0
3375,6,0,1,6.0,207.0,0
3376,6,1,0,3246.5,3167.0,0
3377,6,1,0,3247.5,3169.0,0
3378,6,1,0,3247.5,3165.0,0
3379,6,0,1,4.0,203.5,0
3380,6,1,0,3247.5,3169.5,0
3381,5,1,0,3249.0,3167.0,0
3382,6,0,1,3.5,204.5,0
3383,6,1,0,3248.0,3168.5,0
3384,5,0,1,2.5,206.0,0
3385,6,0,1,3.5,205.0,0
3386,6,0,1,5.5,205.5,0
3387,6,1,0,3247.5,3166.5,0
3388,6,0,1,3.0,203.0,0
3389,6,1,0,3247.0,3168.5,0
3390,6,1,0,3247.0,3166.5,0
3391,5,0,1,4.0,206.5,0
3392,6,0,1,3.0,207.5,0
3393,6,1,0,3248.5,3167.0,0
3394,6,1,0,3248.0,3168.0,0
3395,6,0,1,6.5,205.0,0
3396,6,0,1,3.5,206.0,0
3397,6,1,0,3247.5,3169.5,0
3398,6,0,1,5.0,205.0,0
3399,6,1,0,3247.5,3170.5,0
3400,6,0,1,3.0,205.5,0
3401,5,1,0,3248.5,3169.0,0
3402,6,0,1,6.0,213.0,0
3403,6,1,0,3247.5,3169.5,0
3404,6,1,0,3247.5,3167.0,0
3405,5,1,0,3247.0,3170.5,0
3406,6,1,0,3249.0,3166.5,0
3407,6,0,1,5.0,202.5,0
3408,6,0,1,3.5,205.5,0
3409,5,1,0,3248.5,3170.0,0
3410,6,1,0,3247.0,3170.5,0
3411,6,0,1,5.0,203.5,0
3412,6,0,1,4.5,206.0,0
3413,6,1,0,3245.5,3166.5,0
3414,6,1,0,3249.0,3168.5,0
3415,6,1,0,3247.0,3167.5,0
3416,6,0,1,4.5,204.5,0
3417,5,1,0,3249.0,3169.5,0
3418,6,1,0,3247.5,3168.5,0
3419,6,0,1,5.5,205.0,0
3420,5,0,1,5.0,204.5,0
3421,6,0,1,4.5,205.0,0
3422,5,1,0,3247.0,3167.5,0
3423,6,0,1,6.0,205.5,0
3424,6,1,0,3247.0,3168.0,0
3425,6,0,1,5.0,203.0,0
3426,6,1,0,3247.5,3169.5,0
3427,5,0,1,4.0,205.5,0
3428,6,0,1,5.0,205.5,0
3429,6,0,1,6.0,205.0,0
3430,6,1,0,3249.5,3166.5,0
3431,6,1,0,3248.5,3165.0,0
3432,6,0,1,4.0,204.5,0
3433,6,0,1,4.0,205.5,0
3434,6,1,0,3247.0,3168.5,0
3435,6,0,1,5.0,203.0,0
3436,5,1,0,3246.5,3168.0,0
3437,6,1,0,3248.0,3168.5,0
3438,6,0,1,5.0,205.5,0
3439,6,0,1,4.5,206.0,0
3440,6,0,1,3.5,249.5,0
3441,5,0,1,3.0,206.0,0
3442,6,0,1,4.5,204.5,0
3443,6,0,1,5.5,205.5,0
3444,6,1,0,3248.0,3168.0,0
3445,6,1,0,3249.0,3165.0,0
3446,6,1,0,3248.0,3166.0,0
3447,6,0,1,5.5,208.0,0
3448,5,0,1,2.5,204.5,0
3449,6,1,0,3247.5,3170.5,0
3450,6,0,1,3.5,206.5,0
3451,5,1,0,3249.0,3168.0,0
3452,6,1,0,3246.0,3167.5,0
3453,5,0,1,4.5,203.5,0
3454,6,0,1,5.0,203.5,0
3455,6,1,0,3247.5,3168.5,0
3456,6,0,1,5.0,208.0,0
3457,6,0,1,3.0,203.5,0
3458,6,1,0,3250.0,3169.0,0
3459,6,1,0,3246.5,3168.5,0
3460,6,0,1,6.0,205.5,0
3461,6,1,0,3248.5,3167.5,0
3462,6,0,1,5.0,214.0,0
3463,6,1,0,3247.0,3167.5,0
3464,6,1,0,3248.0,3168.0,0
3465,6,1,0,3248.5,3166.5,0
3466,6,0,1,4.5,205.5,0
3467,6,1,0,3247.0,3167.5,0
3468,6,1,0,3248.0,3167.0,0
3469,6,0,1,5.0,206.0,0
3470,5,1,0,3244.0,3168.0,0
3471,6,0,1,4.5,210.0,0
3472,5,0,1,4.0,203.5,0
3473,6,1,0,3247.5,3168.5,0
3474,6,0,1,8.0,204.5,0
3475,6,1,0,3248.0,3169.0,0
3476,6,1,0,3249.0,3167.0,0
3477,6,0,1,5.0,386.5,0
3478,6,0,1,4.5,205.5,0
3479,6,0,1,4.0,205.0,0
3480,6,1,0,3246.5,3168.5,0
3481,6,0,1,3.5,205.5,0
3482,6,1,0,3247.5,3170.0,0
3483,6,0,1,3.5,206.5,0
3484,6,0,1,6.0,205.5,0
3485,5,0,1,3.0,206.0,0
3486,6,0,1,3.0,204.5,0
3487,6,1,0,3248.0,3165.0,0
3488,6,0,1,3.5,204.5,0
3489,6,1,0,3247.0,3167.0,0
3490,6,0,1,2.5,202.5,0
3491,6,0,1,1.5,204.0,0
3492,6,1,0,3246.0,3168.5,0
3493,6,1,0,3247.5,3165.5,0
3494,5,1,0,3247.5,3169.0,0
3495,6,1,0,3248.5,3169.0,0
3496,6,0,1,5.0,206.5,0
3497,5,1,0,3247.0,3166.5,0
3498,6,0,1,4.0,206.0,0
3499,6,1,0,3248.0,3168.0,0
3500,6,0,0,66.0,209.0,1
3501,5,0,1,4.5,206.0,0
3502,6,0,1,4.0,204.5,0
3503,6,0,1,4.0,203.0,0
3504,6,0,1,5.5,207.0,0
3505,6,0,1,4.5,206.0,0
3506,5,0,1,2.5,204.0,0
3507,5,0,1,4.5,206.5,0
3508,6,1,0,3247.0,3167.0,0
3509,6,0,1,5.0,203.0,0
3510,6,0,1,2.5,208.5,0
3511,5,0,1,5.0,206.0,0
3512,6,1,0,3247.0,3168.5,0
3513,6,0,1,5.0,203.0,0
3514,6,1,0,3247.0,3168.0,0
3515,5,0,1,4.5,205.5,0
3516,6,1,0,3248.5,3168.5,0
3517,6,1,0,3247.5,3167.5,0
3518,5,1,0,3249.5,3167.5,0
3519,6,1,0,3247.5,3166.0,0
3520,6,1,0,3248.0,3167.5,0
3521,6,0,1,3.5,205.0,0
3522,5,0,1,2.5,207.0,0
3523,6,1,0,3247.5,3167.5,0
3524,6,1,0,3248.0,3170.0,0
3525,6,0,1,4.0,203.0,0
3526,6,1,0,3249.0,3168.5,0
3527,6,0,1,4.0,205.5,0
3528,6,0,1,3.5,203.5,0
3529,5,0,1,5.5,205.5,0
3530,6,0,1,4.5,236.5,0
3531,6,1,0,3246.5,3167.0,0
3532,6,0,1,4.0,204.0,0
3533,6,0,1,4.5,205.5,0
3534,6,1,0,3247.0,3168.0,0
3535,6,0,1,6.0,204.0,0
3536,6,1,0,3248.0,3166.5,0
3537,5,1,0,3248.0,3167.5,0
3538,6,0,1,4.0,206.0,0
3539,5,0,1,4.0,207.0,0
3540,6,1,0,3247.0,3168.0,0
3541,5,1,0,3248.5,3168.5,0
3542,6,0,1,3.0,204.0,0
3543,6,1,0,3247.0,3168.5,0
3544,5,1,0,3250.5,3167.0,0
3545,6,0,1,4.5,204.0,0
3546,6,0,1,7.0,203.0,0
3547,6,1,0,3249.0,3166.5,0
3548,5,0,1,5.5,203.0,0
3549,6,1,0,3248.5,3168.5,0
3550,6,1,0,3248.0,3168.0,0
3551,6,0,1,5.0,204.5,0
3552,6,1,0,3247.5,3166.5,0
3553,6,1,0,3246.0,3169.5,0
3554,6,1,0,3248.5,3166.0,0
3555,6,0,1,5.0,203.0,0
3556,6,0,1,3.5,203.5,0
3557,6,1,0,3248.0,3166.0,0
3558,6,1,0,3248.0,3168.5,0
3559,6,0,1,4.5,205.0,0
3560,1,0,0,0.0,0.0,0
3561,6,1,0,3248.5,3169.0,0
3562,6,0,1,5.0,206.0,0
3563,6,0,1,5.0,204.0,0
3564,5,0,1,3.0,203.5,0
3565,6,1,0,3247.5,3163.5,0
3566,6,1,0,3247.5,3168.5,0
3567,5,1,0,3247.0,3168.0,0
3568,6,0,1,4.0,205.0,0
3569,6,0,1,3.0,203.5,0
3570,6,0,1,3.5,204.0,0
3571,6,1,0,3246.0,3170.5,0
3572,6,0,1,4.0,210.5,0
3573,6,0,1,4.5,206.0,0
3574,6,0,1,6.5,206.5,0
3575,6,0,1,5.5,203.5,0
3576,5,0,1,4.0,207.5,0
3577,6,1,0,3247.0,3167.5,0
3578,6,1,0,3248.5,3167.0,0
3579,6,1,0,3247.5,3166.5,0
3580,6,1,0,3245.5,3164.0,0
3581,6,1,0,3248.5,3167.5,0
3582,6,0,1,5.0,206.5,0
3583,5,1,0,3247.0,3167.5,0
3584,6,0,1,5.5,207.0,0
3585,6,1,0,3247.5,3169.0,0
3586,5,1,0,3247.0,3166.0,0
3587,6,1,0,3245.5,3167.0,0
3588,6,1,0,3248.5,3167.5,0
3589,6,1,0,3246.0,3166.5,0
3590,6,1,0,3247.5,3166.0,0
3591,5,0,1,5.0,206.0,0
3592,6,1,0,3248.0,3167.0,0
3593,6,1,0,3247.5,3167.0,0
3594,6,0,1,3.5,205.0,0
3595,6,1,0,3249.0,3170.5,0
3596,6,0,1,5.0,203.5,0
3597,6,0,1,6.0,202.5,0
3598,5,0,1,3.5,205.5,0
3599,6,0,1,3.5,207.5,0
3600,6,1,0,3248.0,3167.5,0
3601,6,1,0,3247.0,3167.0,0
3602,6,0,1,5.5,204.5,0
3603,6,0,1,4.5,205.5,0
3604,6,0,1,2.5,205.5,0
3605,6,1,0,3248.0,3168.5,0
3606,6,1,0,3246.5,3170.5,0
3607,6,0,1,4.0,206.0,0
3608,5,1,0,3247.5,3166.0,0
3609,6,1,0,3246.5,3169.5,0
3610,5,1,0,3249.0,3169.0,0
3611,6,1,0,3248.0,3169.0,0
3612,6,0,1,6.0,205.0,0
3613,6,0,1,4.0,202.5,0
3614,6,1,0,3247.0,3165.5,0
3615,5,1,0,3246.5,3166.5,0
3616,6,1,0,3248.0,3166.0,0
3617,5,0,1,3.0,209.5,0
3618,6,0,1,5.0,207.5,0
3619,6,0,1,3.5,205.0,0
3620,6,1,0,3247.0,3167.5,0
3621,6,1,0,3247.0,3168.0,0
3622,6,1,0,3247.5,3169.5,0
3623,6,1,0,3247.5,3165.5,0
3624,5,0,1,4.0,204.0,0
3625,6,0,1,5.0,206.0,0
3626,6,1,0,3249.0,3169.0,0
3627,6,0,1,5.0,206.5,0
3628,6,0,1,4.0,204.5,0
3629,6,0,1,5.0,216.5,0
3630,6,1,0,3248.5,3168.0,0
3631,6,0,1,6.0,210.5,0
3632,6,0,1,3.0,206.0,0
3633,6,0,1,3.5,202.5,0
3634,6,1,0,3248.0,3166.5,0
3635,6,0,1,3.5,205.5,0
3636,6,0,1,6.5,203.0,0
3637,6,1,0,3247.5,3167.5,0
3638,6,0,1,4.0,204.0,0
3639,6,0,1,2.5,207.0,0
3640,6,0,1,1.5,203.5,0
3641,5,0,1,4.0,203.5,0
3642,6,1,0,3248.5,3169.0,0
3643,6,0,1,5.5,227.5,0
3644,5,1,0,3249.5,3169.5,0
3645,6,1,0,3247.5,3168.5,0
3646,6,1,0,3248.5,3168.5,0
3647,6,0,1,4.5,206.5,0
3648,6,0,1,4.5,204.5,0
3649,6,0,1,2.5,205.0,0
3650,6,0,1,6.0,206.0,0
3651,6,1,0,3247.5,3168.0,0
3652,6,1,0,3247.0,3168.0,0
3653,6,1,0,3248.5,3167.0,0
3654,6,0,1,4.5,204.5,0
3655,6,1,0,3247.0,3168.0,0
3656,6,1,0,3247.5,3166.0,0
3657,6,0,1,3.5,204.5,0
3658,5,1,0,3247.5,3168.0,0
3659,6,0,1,5.0,205.0,0
3660,6,0,1,4.5,230.5,0
3661,5,0,1,4.5,204.5,0
3662,6,0,1,4.0,205.0,0
3663,5,0,1,3.5,205.5,0
3664,6,0,1,3.5,205.0,0
3665,6,0,1,4.0,205.0,0
3666,6,0,1,4.0,205.5,0
3667,6,0,1,5.5,203.5,0
3668,5,1,0,3248.0,3166.5,0
3669,6,0,1,4.5,203.5,0
3670,6,0,1,4.0,206.0,0
3671,6,0,1,2.0,205.0,0
3672,6,1,0,3248.0,3168.5,0
3673,6,1,0,3248.0,3169.5,0
3674,6,1,0,3247.0,3169.5,0
3675,6,0,1,4.0,206.5,0
3676,6,0,1,6.0,206.0,0
3677,5,0,1,5.0,256.0,0
3678,6,1,0,3250.0,3167.5,0
3679,5,1,0,3247.0,3169.5,0
3680,6,1,0,3247.0,3165.5,0
3681,6,0,1,3.0,203.0,0
3682,6,0,1,5.5,204.5,0
3683,6,1,0,3248.0,3168.0,0
3684,6,1,0,3247.5,3167.5,0
3685,6,1,0,3246.0,3168.0,0
3686,6,0,1,5.0,207.0,0
3687,6,0,1,5.0,207.5,0
3688,6,0,1,4.5,205.0,0
3689,5,0,1,4.5,205.0,0
3690,6,0,1,4.0,206.0,0
3691,6,1,0,3246.0,3168.0,0
3692,6,0,1,3.0,207.0,0
3693,6,1,0,3248.0,3167.5,0
3694,6,1,0,3247.5,3166.5,0
3695,6,0,1,4.5,206.0,0
3696,6,1,0,3248.0,3168.0,0
3697,6,1,0,3253.0,3168.0,0
3698,6,0,1,6.0,204.0,0
3699,5,0,1,4.0,205.5,0
3700,6,1,0,3248.0,3168.0,0
3701,6,0,0,1753.0,204.0,1
3702,6,0,1,7.0,208.0,0
3703,6,1,0,3246.0,3168.5,0
3704,5,1,0,3247.5,3167.5,0
3705,6,1,0,3248.0,3167.0,0
3706,6,0,1,3.0,203.5,0
3707,6,0,1,5.5,206.5,0
3708,6,1,0,3249.5,3168.0,0
3709,5,0,1,5.5,203.5,0
3710,6,0,1,4.0,206.5,0
3711,6,1,0,3246.5,3169.0,0
3712,6,1,0,3248.0,3168.0,0
3713,5,0,1,3.5,206.0,0
3714,6,1,0,3248.5,3170.0,0
3715,5,0,1,4.0,204.5,0
3716,6,1,0,3248.0,3169.5,0
3717,6,0,1,3.0,201.5,0
3718,5,1,0,3247.5,3166.0,0
3719,6,0,1,2.0,204.0,0
3720,6,1,0,3248.5,3168.0,0
3721,6,1,0,3248.5,3168.0,0
3722,6,0,1,5.0,204.5,0
3723,6,1,0,3247.5,3169.0,0
3724,6,0,1,5.0,204.0,0
3725,6,0,1,5.5,203.0,0
3726,6,0,1,3.5,228.0,0
3727,6,1,0,3249.0,3166.5,0
3728,6,1,0,3247.0,3170.5,0
3729,6,1,0,3248.5,3167.5,0
3730,5,1,0,3247.5,3169.0,0
3731,6,0,1,4.0,205.0,0
3732,6,0,1,3.0,204.5,0
3733,6,0,1,0.5,205.5,0
3734,6,0,1,4.0,204.5,0
3735,5,1,0,3248.0,3169.0,0
3736,6,1,0,3247.5,3169.0,0
3737,5,0,1,3.5,204.0,0
3738,6,1,0,3248.5,3166.5,0
3739,6,0,1,4.5,213.0,0
3740,6,1,0,3249.0,3169.5,0
3741,6,1,0,3246.0,3169.0,0
3742,5,1,0,3247.0,3167.5,0
3743,6,0,1,5.0,203.0,0
3744,5,0,1,3.5,203.5,0
3745,6,0,1,3.5,204.0,0
3746,6,1,0,3245.5,3171.0,0
3747,6,1,0,3245.5,3166.5,0
3748,6,0,1,3.0,203.0,0
3749,5,1,0,3248.5,3168.0,0
3750,6,1,0,3248.0,3168.0,0
3751,6,0,1,5.5,205.5,0
3752,6,1,0,3246.5,3166.5,0
3753,6,1,0,3248.0,3166.5,0
3754,6,0,1,6.5,205.0,0
3755,6,0,1,4.0,281.5,0
3756,6,1,0,3248.0,3170.0,0
3757,6,1,0,3247.0,3167.5,0
3758,6,0,1,5.5,205.0,0
3759,6,0,1,5.5,210.0,0
3760,6,1,0,3248.5,3169.0,0
3761,6,0,1,5.0,205.0,0
3762,6,0,1,5.0,203.0,0
3763,6,1,0,3248.5,3168.5,0
3764,5,0,1,5.0,206.0,0
3765,6,1,0,3248.0,3166.5,0
3766,6,1,0,3248.5,3166.5,0
3767,6,0,1,5.0,204.5,0
3768,5,0,1,3.5,203.0,0
3769,6,0,1,5.5,206.0,0
3770,6,0,1,5.0,203.5,0
3771,6,1,0,3248.5,3169.0,0
3772,6,0,1,3.5,205.0,0
3773,6,0,1,6.0,204.0,0
3774,6,0,1,2.5,205.0,0
3775,6,1,0,3248.0,3169.0,0
3776,6,1,0,3247.5,3167.5,0
3777,6,1,0,3248.0,3167.5,0
3778,6,1,0,3248.0,3171.0,0
3779,6,0,1,6.0,214.5,0
3780,6,1,0,3247.5,3167.0,0
3781,6,1,0,3247.5,3166.5,0
3782,6,0,1,4.0,204.5,0
3783,6,1,0,3246.5,3166.0,0
3784,6,1,0,3248.0,3169.5,0
3785,6,1,0,3249.5,3168.0,0
3786,6,0,1,6.0,205.5,0
3787,6,0,1,6.0,205.0,0
3788,3,0,0,0.0,0.0,0
3789,6,1,0,3247.0,3167.0,0
3790,6,1,0,3248.0,3168.0,0
3791,6,1,0,3248.0,3166.0,0
3792,6,1,0,3248.0,3168.0,0
3793,6,0,1,4.0,207.0,0
3794,6,0,1,5.5,206.0,0
3795,6,0,1,5.5,205.0,0
3796,6,1,0,3247.0,3170.0,0
3797,5,1,0,3248.0,3166.5,0
3798,6,1,0,3249.0,3168.0,0
3799,6,1,0,3246.5,3168.5,0
3800,6,0,1,4.0,206.5,0
3801,6,0,1,4.5,205.0,0
3802,5,1,0,3247.0,3167.5,0
3803,6,0,1,3.0,204.5,0
3804,6,0,1,3.5,206.0,0
3805,6,0,1,1.0,205.5,0
3806,6,0,1,4.0,207.5,0
3807,5,1,0,3247.5,3166.5,0
3808,6,1,0,3248.0,3167.5,0
3809,6,1,0,3248.0,3168.5,0
3810,6,1,0,3247.0,3167.5,0
3811,6,0,1,5.0,203.5,0
3812,6,0,1,5.5,212.5,0
3813,6,0,1,4.5,206.0,0
